idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local
1036,Leganes,Valladolid,1,2,2019-2020,17.03,1.39,19.79,1.42
1037,Mallorca,Barcelona,0,4,2019-2020,23.76,3.95,19.53,1.68
1038,Athletic Club,Atletico de Madrid,1,1,2019-2020,20.79,2.26,18.16,1.71
1039,Real Madrid,Eibar,3,1,2019-2020,18.66,1.66,26.87,3.29
1040,Real Sociedad,Osasuna,1,1,2019-2020,20.61,1.92,19.58,2.42
1041,Betis,Granada,2,2,2019-2020,17.63,2.26,22.03,1.97
1042,Levante,Sevilla,1,1,2019-2020,22.97,2.34,19.63,2.08
1043,Barcelona,Leganes,2,0,2019-2020,19.79,1.42,23.76,3.95
1044,Getafe,Espanyol,0,0,2019-2020,18.18,1.16,18.18,1.84
1045,Villarreal,Mallorca,1,0,2019-2020,19.53,1.68,22.74,2.84
1046,Eibar,Athletic Club,2,2,2019-2020,18.16,1.71,18.66,1.66
1047,Osasuna,Atletico de Madrid,0,5,2019-2020,20.79,2.26,20.61,1.92
1048,Valladolid,Celta Vigo,0,0,2019-2020,17.34,1.76,17.03,1.39
1049,Alaves,Real Sociedad,2,0,2019-2020,19.58,2.42,14.13,1.53
1050,Real Madrid,Valencia,3,0,2019-2020,16.11,2.11,26.87,3.29
1051,Granada,Villarreal,0,1,2019-2020,22.74,2.84,17.63,2.26
1052,Mallorca,Leganes,1,1,2019-2020,19.79,1.42,19.53,1.68
1053,Sevilla,Barcelona,0,0,2019-2020,23.76,3.95,22.97,2.34
1054,Athletic Club,Betis,1,0,2019-2020,22.03,1.97,18.16,1.71
1055,Atletico de Madrid,Valladolid,1,0,2019-2020,17.03,1.39,20.79,2.26
1056,Espanyol,Levante,1,3,2019-2020,19.63,2.08,18.18,1.16
1057,Getafe,Eibar,1,1,2019-2020,18.66,1.66,18.18,1.84
1058,Celta Vigo,Alaves,6,0,2019-2020,14.13,1.53,17.34,1.76
1059,Real Sociedad,Real Madrid,1,2,2019-2020,26.87,3.29,19.58,2.42
1060,Valencia,Osasuna,2,0,2019-2020,20.61,1.92,16.11,2.11
1061,Leganes,Granada,0,0,2019-2020,17.63,2.26,19.79,1.42
1062,Villarreal,Sevilla,2,2,2019-2020,22.97,2.34,22.74,2.84
1063,Barcelona,Athletic Club,1,0,2019-2020,18.16,1.71,23.76,3.95
1064,Levante,Atletico de Madrid,0,1,2019-2020,20.79,2.26,19.63,2.08
1065,Valladolid,Getafe,1,1,2019-2020,18.18,1.84,17.03,1.39
1066,Alaves,Osasuna,0,1,2019-2020,20.61,1.92,14.13,1.53
1067,Real Madrid,Mallorca,2,0,2019-2020,19.53,1.68,26.87,3.29
1068,Real Sociedad,Celta Vigo,0,1,2019-2020,17.34,1.76,19.58,2.42
1069,Betis,Espanyol,1,0,2019-2020,18.18,1.16,22.03,1.97
1070,Eibar,Valencia,1,0,2019-2020,16.11,2.11,18.66,1.66
1071,Sevilla,Valladolid,1,1,2019-2020,17.03,1.39,22.97,2.34
1072,Athletic Club,Mallorca,3,1,2019-2020,19.53,1.68,18.16,1.71
1073,Atletico de Madrid,Alaves,2,1,2019-2020,14.13,1.53,20.79,2.26
1074,Celta Vigo,Barcelona,2,2,2019-2020,23.76,3.95,17.34,1.76
1075,Osasuna,Leganes,2,1,2019-2020,19.79,1.42,20.61,1.92
1076,Espanyol,Real Madrid,0,1,2019-2020,26.87,3.29,18.18,1.16
1077,Granada,Eibar,1,2,2019-2020,18.66,1.66,17.63,2.26
1078,Levante,Betis,4,2,2019-2020,22.03,1.97,19.63,2.08
1079,Villarreal,Valencia,2,0,2019-2020,16.11,2.11,22.74,2.84
1080,Getafe,Real Sociedad,2,1,2019-2020,19.58,2.42,18.18,1.84
1081,Barcelona,Atletico de Madrid,2,2,2019-2020,20.79,2.26,23.76,3.95
1082,Leganes,Sevilla,0,3,2019-2020,22.97,2.34,19.79,1.42
1083,Mallorca,Celta Vigo,5,1,2019-2020,17.34,1.76,19.53,1.68
1084,Alaves,Granada,0,2,2019-2020,17.63,2.26,14.13,1.53
1085,Betis,Villarreal,0,2,2019-2020,22.74,2.84,22.03,1.97
1086,Valencia,Athletic Club,0,2,2019-2020,18.16,1.71,16.11,2.11
1087,Valladolid,Levante,0,0,2019-2020,19.63,2.08,17.03,1.39
1088,Eibar,Osasuna,0,2,2019-2020,20.61,1.92,18.66,1.66
1089,Real Madrid,Getafe,1,0,2019-2020,18.18,1.84,26.87,3.29
1090,Real Sociedad,Espanyol,2,1,2019-2020,18.18,1.16,19.58,2.42
1091,Atletico de Madrid,Mallorca,3,0,2019-2020,19.53,1.68,20.79,2.26
1092,Celta Vigo,Betis,1,1,2019-2020,22.03,1.97,17.34,1.76
1093,Granada,Valencia,2,2,2019-2020,16.11,2.11,17.63,2.26
1094,Valladolid,Alaves,1,0,2019-2020,14.13,1.53,17.03,1.39
1095,Athletic Club,Real Madrid,0,1,2019-2020,26.87,3.29,18.16,1.71
1096,Espanyol,Leganes,0,1,2019-2020,19.79,1.42,18.18,1.16
1097,Osasuna,Getafe,0,0,2019-2020,18.18,1.84,20.61,1.92
1098,Villarreal,Barcelona,1,4,2019-2020,23.76,3.95,22.74,2.84
1099,Levante,Real Sociedad,1,1,2019-2020,19.58,2.42,19.63,2.08
1100,Sevilla,Eibar,1,0,2019-2020,18.66,1.66,22.97,2.34
1101,Celta Vigo,Atletico de Madrid,1,1,2019-2020,20.79,2.26,17.34,1.76
1102,Valencia,Valladolid,2,1,2019-2020,17.03,1.39,16.11,2.11
1103,Barcelona,Espanyol,1,0,2019-2020,18.18,1.16,23.76,3.95
1104,Betis,Osasuna,3,0,2019-2020,20.61,1.92,22.03,1.97
1105,Getafe,Villarreal,1,3,2019-2020,22.74,2.84,18.18,1.84
1106,Athletic Club,Sevilla,1,2,2019-2020,22.97,2.34,18.16,1.71
1107,Eibar,Leganes,0,0,2019-2020,19.79,1.42,18.66,1.66
1108,Mallorca,Levante,2,0,2019-2020,19.63,2.08,19.53,1.68
1109,Real Madrid,Alaves,2,0,2019-2020,14.13,1.53,26.87,3.29
1110,Real Sociedad,Granada,2,3,2019-2020,17.63,2.26,19.58,2.42
1111,Atletico de Madrid,Betis,1,0,2019-2020,22.03,1.97,20.79,2.26
1112,Osasuna,Celta Vigo,2,1,2019-2020,17.34,1.76,20.61,1.92
1113,Valladolid,Barcelona,0,1,2019-2020,23.76,3.95,17.03,1.39
1114,Espanyol,Eibar,0,2,2019-2020,18.66,1.66,18.18,1.16
1115,Leganes,Valencia,1,0,2019-2020,16.11,2.11,19.79,1.42
1116,Levante,Athletic Club,1,2,2019-2020,18.16,1.71,19.63,2.08
1117,Sevilla,Mallorca,2,0,2019-2020,19.53,1.68,22.97,2.34
1118,Alaves,Getafe,0,0,2019-2020,18.18,1.84,14.13,1.53
1119,Granada,Real Madrid,1,2,2019-2020,26.87,3.29,17.63,2.26
1120,Villarreal,Real Sociedad,1,2,2019-2020,19.58,2.42,22.74,2.84
1121,Athletic Club,Leganes,0,2,2019-2020,19.79,1.42,18.16,1.71
1122,Barcelona,Osasuna,1,2,2019-2020,20.61,1.92,23.76,3.95
1123,Betis,Alaves,1,2,2019-2020,14.13,1.53,22.03,1.97
1124,Celta Vigo,Levante,2,3,2019-2020,19.63,2.08,17.34,1.76
1125,Eibar,Valladolid,3,1,2019-2020,17.03,1.39,18.66,1.66
1126,Getafe,Atletico de Madrid,0,2,2019-2020,20.79,2.26,18.18,1.84
1127,Mallorca,Granada,1,2,2019-2020,17.63,2.26,19.53,1.68
1128,Real Madrid,Villarreal,2,1,2019-2020,22.74,2.84,26.87,3.29
1129,Real Sociedad,Sevilla,0,0,2019-2020,22.97,2.34,19.58,2.42
1130,Valencia,Espanyol,1,0,2019-2020,18.18,1.16,16.11,2.11
1131,Alaves,Barcelona,0,5,2019-2020,23.76,3.95,14.13,1.53
1132,Atletico de Madrid,Real Sociedad,1,1,2019-2020,19.58,2.42,20.79,2.26
1133,Espanyol,Celta Vigo,0,0,2019-2020,17.34,1.76,18.18,1.16
1134,Granada,Athletic Club,4,0,2019-2020,18.16,1.71,17.63,2.26
1135,Leganes,Real Madrid,2,2,2019-2020,26.87,3.29,19.79,1.42
1136,Levante,Getafe,1,0,2019-2020,18.18,1.84,19.63,2.08
1137,Osasuna,Mallorca,2,2,2019-2020,19.53,1.68,20.61,1.92
1138,Sevilla,Valencia,1,0,2019-2020,16.11,2.11,22.97,2.34
1139,Villarreal,Eibar,4,0,2019-2020,18.66,1.66,22.74,2.84
1140,Valladolid,Betis,2,0,2019-2020,22.03,1.97,17.03,1.39
1141,Granada,Athletic Club,2,0,2020-2021,19.03,1.92,15.58,1.82
1142,Eibar,Celta Vigo,0,0,2020-2021,16.42,2.58,19.95,1.26
1143,Cadiz,Osasuna,0,2,2020-2021,16.18,1.61,,
1144,Valladolid,Real Sociedad,1,1,2020-2021,19.71,2.63,17.16,1.47
1145,Villarreal,Huesca,1,1,2020-2021,18.92,1.47,19.53,2.61
1146,Valencia,Levante,4,2,2020-2021,17.66,2.11,18.08,2.26
1147,Alaves,Betis,0,1,2020-2021,21.03,2.39,15.66,1.55
1148,Atletico de Madrid,Sevilla,2,0,2020-2021,21.84,2.29,20.95,3.16
1149,Real Madrid,Getafe,2,0,2020-2021,16.26,1.0,25.82,3.0
1150,Barcelona,Elche,3,0,2020-2021,12.11,1.42,28.0,3.58
1151,Getafe,Osasuna,1,0,2020-2021,16.18,1.61,16.26,1.0
1152,Celta Vigo,Valencia,2,1,2020-2021,18.08,2.26,16.42,2.58
1153,Villarreal,Eibar,2,1,2020-2021,19.95,1.26,19.53,2.61
1154,Huesca,Cadiz,0,2,2020-2021,,,18.92,1.47
1155,Granada,Alaves,2,1,2020-2021,15.66,1.55,15.58,1.82
1156,Real Sociedad,Real Madrid,0,0,2020-2021,25.82,3.0,19.71,2.63
1157,Betis,Valladolid,2,0,2020-2021,17.16,1.47,21.03,2.39
1158,Athletic Club,Barcelona,2,3,2020-2021,28.0,3.58,19.03,1.92
1159,Levante,Atletico de Madrid,1,1,2020-2021,20.95,3.16,17.66,2.11
1160,Sevilla,Elche,2,0,2020-2021,12.11,1.42,21.84,2.29
1161,Alaves,Getafe,0,0,2020-2021,16.26,1.0,15.66,1.55
1162,Betis,Real Madrid,2,3,2020-2021,25.82,3.0,21.03,2.39
1163,Valencia,Huesca,1,1,2020-2021,18.92,1.47,18.08,2.26
1164,Elche,Real Sociedad,0,3,2020-2021,19.71,2.63,12.11,1.42
1165,Atletico de Madrid,Granada,6,1,2020-2021,15.58,1.82,20.95,3.16
1166,Barcelona,Villarreal,4,0,2020-2021,19.53,2.61,28.0,3.58
1167,Eibar,Athletic Club,1,2,2020-2021,19.03,1.92,19.95,1.26
1168,Cadiz,Sevilla,1,3,2020-2021,21.84,2.29,,
1169,Osasuna,Levante,1,3,2020-2021,17.66,2.11,16.18,1.61
1170,Valladolid,Celta Vigo,1,1,2020-2021,16.42,2.58,17.16,1.47
1171,Getafe,Betis,3,0,2020-2021,21.03,2.39,16.26,1.0
1172,Real Sociedad,Valencia,0,1,2020-2021,18.08,2.26,19.71,2.63
1173,Eibar,Elche,0,1,2020-2021,12.11,1.42,19.95,1.26
1174,Huesca,Atletico de Madrid,0,0,2020-2021,20.95,3.16,18.92,1.47
1175,Real Madrid,Valladolid,1,0,2020-2021,17.16,1.47,25.82,3.0
1176,Villarreal,Alaves,3,1,2020-2021,15.66,1.55,19.53,2.61
1177,Athletic Club,Cadiz,0,1,2020-2021,,,19.03,1.92
1178,Celta Vigo,Barcelona,0,3,2020-2021,28.0,3.58,16.42,2.58
1179,Sevilla,Levante,1,0,2020-2021,17.66,2.11,21.84,2.29
1180,Granada,Osasuna,2,0,2020-2021,16.18,1.61,15.58,1.82
1181,Atletico de Madrid,Villarreal,0,0,2020-2021,19.53,2.61,20.95,3.16
1182,Real Sociedad,Getafe,3,0,2020-2021,16.26,1.0,19.71,2.63
1183,Valencia,Betis,0,2,2020-2021,21.03,2.39,18.08,2.26
1184,Valladolid,Eibar,1,2,2020-2021,19.95,1.26,17.16,1.47
1185,Elche,Huesca,0,0,2020-2021,18.92,1.47,12.11,1.42
1186,Alaves,Athletic Club,1,0,2020-2021,19.03,1.92,15.66,1.55
1187,Barcelona,Sevilla,1,1,2020-2021,21.84,2.29,28.0,3.58
1188,Cadiz,Granada,1,1,2020-2021,15.58,1.82,,
1189,Levante,Real Madrid,0,2,2020-2021,25.82,3.0,17.66,2.11
1190,Osasuna,Celta Vigo,2,0,2020-2021,16.42,2.58,16.18,1.61
1191,Celta Vigo,Atletico de Madrid,0,2,2020-2021,20.95,3.16,16.42,2.58
1192,Getafe,Barcelona,1,0,2020-2021,28.0,3.58,16.26,1.0
1193,Granada,Sevilla,1,0,2020-2021,21.84,2.29,15.58,1.82
1194,Real Madrid,Cadiz,0,1,2020-2021,,,25.82,3.0
1195,Alaves,Elche,0,2,2020-2021,12.11,1.42,15.66,1.55
1196,Athletic Club,Levante,2,0,2020-2021,17.66,2.11,19.03,1.92
1197,Betis,Real Sociedad,0,3,2020-2021,19.71,2.63,21.03,2.39
1198,Eibar,Osasuna,0,0,2020-2021,16.18,1.61,19.95,1.26
1199,Huesca,Valladolid,2,2,2020-2021,17.16,1.47,18.92,1.47
1200,Villarreal,Valencia,2,1,2020-2021,18.08,2.26,19.53,2.61
1201,Elche,Valencia,2,1,2020-2021,18.08,2.26,12.11,1.42
1202,Atletico de Madrid,Betis,2,0,2020-2021,21.03,2.39,20.95,3.16
1203,Barcelona,Real Madrid,1,3,2020-2021,25.82,3.0,28.0,3.58
1204,Osasuna,Athletic Club,1,0,2020-2021,19.03,1.92,16.18,1.61
1205,Sevilla,Eibar,0,1,2020-2021,19.95,1.26,21.84,2.29
1206,Getafe,Granada,0,1,2020-2021,15.58,1.82,16.26,1.0
1207,Cadiz,Villarreal,0,0,2020-2021,19.53,2.61,,
1208,Real Sociedad,Huesca,4,1,2020-2021,18.92,1.47,19.71,2.63
1209,Valladolid,Alaves,0,2,2020-2021,15.66,1.55,17.16,1.47
1210,Levante,Celta Vigo,1,1,2020-2021,16.42,2.58,17.66,2.11
1211,Eibar,Cadiz,0,2,2020-2021,,,19.95,1.26
1212,Alaves,Barcelona,1,1,2020-2021,28.0,3.58,15.66,1.55
1213,Athletic Club,Sevilla,2,1,2020-2021,21.84,2.29,19.03,1.92
1214,Osasuna,Atletico de Madrid,1,3,2020-2021,20.95,3.16,16.18,1.61
1215,Real Madrid,Huesca,4,1,2020-2021,18.92,1.47,25.82,3.0
1216,Betis,Elche,3,1,2020-2021,12.11,1.42,21.03,2.39
1217,Celta Vigo,Real Sociedad,1,4,2020-2021,19.71,2.63,16.42,2.58
1218,Granada,Levante,1,1,2020-2021,17.66,2.11,15.58,1.82
1219,Valencia,Getafe,2,2,2020-2021,16.26,1.0,18.08,2.26
1220,Villarreal,Valladolid,2,0,2020-2021,17.16,1.47,19.53,2.61
1221,Elche,Celta Vigo,1,1,2020-2021,16.42,2.58,12.11,1.42
1222,Atletico de Madrid,Cadiz,4,0,2020-2021,,,20.95,3.16
1223,Barcelona,Betis,5,2,2020-2021,21.03,2.39,28.0,3.58
1224,Huesca,Eibar,1,1,2020-2021,19.95,1.26,18.92,1.47
1225,Sevilla,Osasuna,1,0,2020-2021,16.18,1.61,21.84,2.29
1226,Getafe,Villarreal,1,3,2020-2021,19.53,2.61,16.26,1.0
1227,Levante,Alaves,1,1,2020-2021,15.66,1.55,17.66,2.11
1228,Real Sociedad,Granada,2,0,2020-2021,15.58,1.82,19.71,2.63
1229,Valencia,Real Madrid,4,1,2020-2021,25.82,3.0,18.08,2.26
1230,Valladolid,Athletic Club,2,1,2020-2021,19.03,1.92,17.16,1.47
1231,Osasuna,Huesca,1,1,2020-2021,18.92,1.47,16.18,1.61
1232,Atletico de Madrid,Barcelona,1,0,2020-2021,28.0,3.58,20.95,3.16
1233,Levante,Elche,1,1,2020-2021,12.11,1.42,17.66,2.11
1234,Sevilla,Celta Vigo,4,2,2020-2021,16.42,2.58,21.84,2.29
1235,Villarreal,Real Madrid,1,1,2020-2021,25.82,3.0,19.53,2.61
1236,Alaves,Valencia,2,2,2020-2021,18.08,2.26,15.66,1.55
1237,Eibar,Getafe,0,0,2020-2021,16.26,1.0,19.95,1.26
1238,Cadiz,Real Sociedad,0,1,2020-2021,19.71,2.63,,
1239,Granada,Valladolid,1,3,2020-2021,17.16,1.47,15.58,1.82
1240,Athletic Club,Betis,4,0,2020-2021,21.03,2.39,19.03,1.92
1241,Valladolid,Levante,1,1,2020-2021,17.66,2.11,17.16,1.47
1242,Huesca,Sevilla,0,1,2020-2021,21.84,2.29,18.92,1.47
1243,Real Madrid,Alaves,1,2,2020-2021,15.66,1.55,25.82,3.0
1244,Valencia,Atletico de Madrid,0,1,2020-2021,20.95,3.16,18.08,2.26
1245,Elche,Cadiz,1,1,2020-2021,,,12.11,1.42
1246,Barcelona,Osasuna,4,0,2020-2021,16.18,1.61,28.0,3.58
1247,Celta Vigo,Granada,3,1,2020-2021,15.58,1.82,16.42,2.58
1248,Getafe,Athletic Club,1,1,2020-2021,19.03,1.92,16.26,1.0
1249,Real Sociedad,Villarreal,1,1,2020-2021,19.53,2.61,19.71,2.63
1250,Betis,Eibar,0,2,2020-2021,19.95,1.26,21.03,2.39
1251,Athletic Club,Celta Vigo,0,2,2020-2021,16.42,2.58,19.03,1.92
1252,Atletico de Madrid,Valladolid,2,0,2020-2021,17.16,1.47,20.95,3.16
1253,Cadiz,Barcelona,2,1,2020-2021,28.0,3.58,,
1254,Levante,Getafe,3,0,2020-2021,16.26,1.0,17.66,2.11
1255,Sevilla,Real Madrid,0,1,2020-2021,25.82,3.0,21.84,2.29
1256,Alaves,Real Sociedad,0,0,2020-2021,19.71,2.63,15.66,1.55
1257,Granada,Huesca,3,3,2020-2021,18.92,1.47,15.58,1.82
1258,Osasuna,Betis,0,2,2020-2021,21.03,2.39,16.18,1.61
1259,Villarreal,Elche,0,0,2020-2021,12.11,1.42,19.53,2.61
1260,Eibar,Valencia,0,0,2020-2021,18.08,2.26,19.95,1.26
1261,Valladolid,Osasuna,3,2,2020-2021,16.18,1.61,17.16,1.47
1262,Getafe,Sevilla,0,1,2020-2021,21.84,2.29,16.26,1.0
1263,Huesca,Alaves,1,0,2020-2021,15.66,1.55,18.92,1.47
1264,Real Madrid,Atletico de Madrid,2,0,2020-2021,20.95,3.16,25.82,3.0
1265,Valencia,Athletic Club,2,2,2020-2021,19.03,1.92,18.08,2.26
1266,Barcelona,Levante,1,0,2020-2021,17.66,2.11,28.0,3.58
1267,Betis,Villarreal,1,1,2020-2021,19.53,2.61,21.03,2.39
1268,Real Sociedad,Eibar,1,1,2020-2021,19.95,1.26,19.71,2.63
1269,Elche,Granada,0,1,2020-2021,15.58,1.82,12.11,1.42
1270,Celta Vigo,Cadiz,4,0,2020-2021,,,16.42,2.58
1271,Real Madrid,Athletic Club,3,1,2020-2021,19.03,1.92,25.82,3.0
1272,Barcelona,Real Sociedad,2,1,2020-2021,19.71,2.63,28.0,3.58
1273,Alaves,Sevilla,1,2,2020-2021,21.84,2.29,15.66,1.55
1274,Cadiz,Levante,2,2,2020-2021,17.66,2.11,,
1275,Valladolid,Elche,2,2,2020-2021,12.11,1.42,17.16,1.47
1276,Betis,Celta Vigo,2,1,2020-2021,16.42,2.58,21.03,2.39
1277,Getafe,Huesca,1,0,2020-2021,18.92,1.47,16.26,1.0
1278,Villarreal,Granada,2,2,2020-2021,15.58,1.82,19.53,2.61
1279,Eibar,Atletico de Madrid,1,2,2020-2021,20.95,3.16,19.95,1.26
1280,Valencia,Osasuna,1,1,2020-2021,16.18,1.61,18.08,2.26
1281,Athletic Club,Huesca,2,0,2020-2021,18.92,1.47,19.03,1.92
1282,Atletico de Madrid,Elche,3,1,2020-2021,12.11,1.42,20.95,3.16
1283,Barcelona,Valencia,2,2,2020-2021,18.08,2.26,28.0,3.58
1284,Levante,Real Sociedad,2,1,2020-2021,19.71,2.63,17.66,2.11
1285,Osasuna,Villarreal,1,3,2020-2021,19.53,2.61,16.18,1.61
1286,Sevilla,Valladolid,1,1,2020-2021,17.16,1.47,21.84,2.29
1287,Celta Vigo,Alaves,2,0,2020-2021,15.66,1.55,16.42,2.58
1288,Eibar,Real Madrid,1,3,2020-2021,25.82,3.0,19.95,1.26
1289,Cadiz,Getafe,0,2,2020-2021,16.26,1.0,,
1290,Granada,Betis,2,0,2020-2021,21.03,2.39,15.58,1.82
1291,Huesca,Levante,1,1,2020-2021,17.66,2.11,18.92,1.47
1292,Real Sociedad,Atletico de Madrid,0,2,2020-2021,20.95,3.16,19.71,2.63
1293,Valencia,Sevilla,0,1,2020-2021,21.84,2.29,18.08,2.26
1294,Valladolid,Barcelona,0,3,2020-2021,28.0,3.58,17.16,1.47
1295,Villarreal,Athletic Club,1,1,2020-2021,19.03,1.92,19.53,2.61
1296,Elche,Osasuna,2,2,2020-2021,16.18,1.61,12.11,1.42
1297,Alaves,Eibar,2,1,2020-2021,19.95,1.26,15.66,1.55
1298,Betis,Cadiz,1,0,2020-2021,,,21.03,2.39
1299,Getafe,Celta Vigo,1,1,2020-2021,16.42,2.58,16.26,1.0
1300,Real Madrid,Granada,2,0,2020-2021,15.58,1.82,25.82,3.0
1301,Barcelona,Eibar,1,1,2020-2021,19.95,1.26,28.0,3.58
1302,Cadiz,Valladolid,0,0,2020-2021,17.16,1.47,,
1303,Levante,Betis,4,3,2020-2021,21.03,2.39,17.66,2.11
1304,Sevilla,Villarreal,2,0,2020-2021,19.53,2.61,21.84,2.29
1305,Atletico de Madrid,Getafe,1,0,2020-2021,16.26,1.0,20.95,3.16
1306,Celta Vigo,Huesca,2,1,2020-2021,18.92,1.47,16.42,2.58
1307,Granada,Valencia,2,1,2020-2021,18.08,2.26,15.58,1.82
1308,Elche,Real Madrid,1,1,2020-2021,25.82,3.0,12.11,1.42
1309,Athletic Club,Real Sociedad,0,1,2020-2021,19.71,2.63,19.03,1.92
1310,Osasuna,Alaves,1,1,2020-2021,15.66,1.55,16.18,1.61
1311,Betis,Sevilla,1,1,2020-2021,21.84,2.29,21.03,2.39
1312,Getafe,Valladolid,0,1,2020-2021,17.16,1.47,16.26,1.0
1313,Real Madrid,Celta Vigo,2,0,2020-2021,16.42,2.58,25.82,3.0
1314,Villarreal,Levante,2,1,2020-2021,17.66,2.11,19.53,2.61
1315,Alaves,Atletico de Madrid,1,2,2020-2021,20.95,3.16,15.66,1.55
1316,Athletic Club,Elche,1,0,2020-2021,12.11,1.42,19.03,1.92
1317,Eibar,Granada,2,0,2020-2021,15.58,1.82,19.95,1.26
1318,Huesca,Barcelona,0,1,2020-2021,28.0,3.58,18.92,1.47
1319,Real Sociedad,Osasuna,1,1,2020-2021,16.18,1.61,19.71,2.63
1320,Valencia,Cadiz,1,1,2020-2021,,,18.08,2.26
1321,Celta Vigo,Villarreal,0,4,2020-2021,19.53,2.61,16.42,2.58
1322,Granada,Barcelona,0,4,2020-2021,28.0,3.58,15.58,1.82
1323,Osasuna,Real Madrid,0,0,2020-2021,25.82,3.0,16.18,1.61
1324,Sevilla,Real Sociedad,3,2,2020-2021,19.71,2.63,21.84,2.29
1325,Cadiz,Alaves,3,1,2020-2021,15.66,1.55,,
1326,Levante,Eibar,2,1,2020-2021,19.95,1.26,17.66,2.11
1327,Valladolid,Valencia,0,1,2020-2021,18.08,2.26,17.16,1.47
1328,Huesca,Betis,0,2,2020-2021,21.03,2.39,18.92,1.47
1329,Elche,Getafe,1,3,2020-2021,16.26,1.0,12.11,1.42
1330,Atletico de Madrid,Athletic Club,2,1,2020-2021,19.03,1.92,20.95,3.16
1331,Levante,Valladolid,2,2,2020-2021,17.16,1.47,17.66,2.11
1332,Alaves,Real Madrid,1,4,2020-2021,25.82,3.0,15.66,1.55
1333,Huesca,Villarreal,0,0,2020-2021,19.53,2.61,18.92,1.47
1334,Real Sociedad,Betis,2,2,2020-2021,21.03,2.39,19.71,2.63
1335,Sevilla,Cadiz,3,0,2020-2021,,,21.84,2.29
1336,Atletico de Madrid,Valencia,3,1,2020-2021,18.08,2.26,20.95,3.16
1337,Celta Vigo,Eibar,1,1,2020-2021,19.95,1.26,16.42,2.58
1338,Osasuna,Granada,3,1,2020-2021,15.58,1.82,16.18,1.61
1339,Elche,Barcelona,0,2,2020-2021,28.0,3.58,12.11,1.42
1340,Athletic Club,Getafe,5,1,2020-2021,16.26,1.0,19.03,1.92
1341,Valladolid,Huesca,1,3,2020-2021,18.92,1.47,17.16,1.47
1342,Eibar,Sevilla,0,2,2020-2021,21.84,2.29,19.95,1.26
1343,Real Madrid,Levante,1,2,2020-2021,17.66,2.11,25.82,3.0
1344,Valencia,Elche,1,0,2020-2021,12.11,1.42,18.08,2.26
1345,Villarreal,Real Sociedad,1,1,2020-2021,19.71,2.63,19.53,2.61
1346,Barcelona,Athletic Club,2,1,2020-2021,19.03,1.92,28.0,3.58
1347,Getafe,Alaves,0,0,2020-2021,15.66,1.55,16.26,1.0
1348,Cadiz,Atletico de Madrid,2,4,2020-2021,20.95,3.16,,
1349,Granada,Celta Vigo,0,0,2020-2021,16.42,2.58,15.58,1.82
1350,Betis,Osasuna,1,0,2020-2021,16.18,1.61,21.03,2.39
1351,Alaves,Valladolid,1,0,2020-2021,17.16,1.47,15.66,1.55
1352,Huesca,Real Madrid,1,2,2020-2021,25.82,3.0,18.92,1.47
1353,Levante,Granada,2,2,2020-2021,15.58,1.82,17.66,2.11
1354,Sevilla,Getafe,3,0,2020-2021,16.26,1.0,21.84,2.29
1355,Elche,Villarreal,2,2,2020-2021,19.53,2.61,12.11,1.42
1356,Athletic Club,Valencia,1,1,2020-2021,18.08,2.26,19.03,1.92
1357,Betis,Barcelona,2,3,2020-2021,28.0,3.58,21.03,2.39
1358,Osasuna,Eibar,2,1,2020-2021,19.95,1.26,16.18,1.61
1359,Real Sociedad,Cadiz,4,1,2020-2021,,,19.71,2.63
1360,Atletico de Madrid,Celta Vigo,2,2,2020-2021,16.42,2.58,20.95,3.16
1361,Celta Vigo,Elche,3,1,2020-2021,12.11,1.42,16.42,2.58
1362,Barcelona,Alaves,5,1,2020-2021,15.66,1.55,28.0,3.58
1363,Eibar,Valladolid,1,1,2020-2021,17.16,1.47,19.95,1.26
1364,Granada,Atletico de Madrid,1,2,2020-2021,20.95,3.16,15.58,1.82
1365,Sevilla,Huesca,1,0,2020-2021,18.92,1.47,21.84,2.29
1366,Getafe,Real Sociedad,0,1,2020-2021,19.71,2.63,16.26,1.0
1367,Levante,Osasuna,0,1,2020-2021,16.18,1.61,17.66,2.11
1368,Real Madrid,Valencia,2,0,2020-2021,18.08,2.26,25.82,3.0
1369,Villarreal,Betis,1,2,2020-2021,21.03,2.39,19.53,2.61
1370,Cadiz,Athletic Club,0,4,2020-2021,19.03,1.92,,
1371,Betis,Getafe,1,0,2020-2021,16.26,1.0,21.03,2.39
1372,Atletico de Madrid,Levante,0,2,2020-2021,17.66,2.11,20.95,3.16
1373,Valencia,Celta Vigo,2,0,2020-2021,16.42,2.58,18.08,2.26
1374,Valladolid,Real Madrid,0,1,2020-2021,25.82,3.0,17.16,1.47
1375,Elche,Eibar,1,0,2020-2021,19.95,1.26,12.11,1.42
1376,Athletic Club,Villarreal,1,1,2020-2021,19.53,2.61,19.03,1.92
1377,Barcelona,Cadiz,1,1,2020-2021,,,28.0,3.58
1378,Huesca,Granada,3,2,2020-2021,15.58,1.82,18.92,1.47
1379,Real Sociedad,Alaves,4,0,2020-2021,15.66,1.55,19.71,2.63
1380,Osasuna,Sevilla,0,2,2020-2021,21.84,2.29,16.18,1.61
